Sentiment,Expression
0,"ugh, people stop twittering about chicago. it is making me homesick and I don't even live there yet "
0,"I wanna get my hair cut agyness deyn short, but my mom howled at me. "
0,"@iheartpreston Yeah, walkabout is great sometimes.. when antipodeans (no sp!) are actually there. tottenham court road here we come... "
0,"@cityguyyoga No, I missed #2 stunning images of natural phenomena. "
0,"@StephAnderson  sadly, no  just 1 and 1/2 hab - I am such a wimp! You will love it, though - oooo, and I'll make Rand bring you some pita!"
0,"@sXe_rockstar you're near a puter?  why are you not on YIM, twinny?  "
0,"@elijahmanor went to http://twibes.com but found no fit for me. I guess I am not tribal   There are sooo many twibes, maybe too many."
0,"With the current H1N1 virus going around, do you think we might have to cancel (1) the wedding? (2) our planned Hong Kong trip? "
0,"At the mouth of Disneyland, but not going to Disneyland. "
0,"@SlickRich85 ask J who Gaga is. lol and no, that sicko on here is not me "
0,"@kfeeley Aw, I still miss you like crazy though "
0,"@randum20 I believe it's because they haven't discovered their passion yet. Sad.  If someone discovers what they love, the money will come"
0,"is trying to get some sleep but once again, no luck! "
0,"@WONKAnation I miss you, sucks I didn't get to boozle today "
0,"Just found out politics isn't due til the exam. Screw working on that, paying attention to litrad now! I'm so boring "
0,"@raynard13 awh I see, abis manggung di 104 kan? fine, but I'm kinda fed up of studying  and how about your busy days? Tired?"
0,"@smik09 A 72% bounce rate is not good, sorry. It means they landing on one page and high tailed it out without looking at another page "
0,"@peacecharade oh, thats all? lol  I've had my eye on 4Runners and Pathfinders...can't choose between the 2 tho.. "
0,"is at CU, but Prof Ng is not.  http://plurk.com/p/rn6n5"
0,"Is back from fredericksburg, and is now working on h/w "
0,"@kaitlynsmommy72 Knew him a little bit, friend of my brother - was at our house quite a bit, went to school with Tara too - very sad "
0,"@vindee Unfortunately, plugging it into another jack works just fine  Sigh."
0,"dont want to go to school tomorrow! 2 hour class with ms mcgowen, that beast "
0,"@aheartofstars I do too  it's good to learn new technologies, but work takes so much longer due to glitches out of our control. bad for us"
0,"@dolcegrazia been there, felt that.  *hugz* ilu"
0,"@kelerycelery haha, it's a bit strange and i want more followerrrs.  but, i'm doing just fine and i miss you too. what about you?"
0,"Trying to sleep but can't and its 4:15 in the morning, I hate this "
0,"@jasfaulkner I wish but sadly, don't know anyone in school right now. And sadly, Bethel didn't include MS Office Software..just MS Works. "
0,"@JoeyMcIntyre http://twitpic.com/4ihfa - NO fair, I didn't get to see the pic! "
0,"I'm alone now. I miss you  come back, my love ?. I am nothing without you here! you are everything to me, and I love you so much [..]"
0,"english hw is SHIT, math hw is BULLSHIT "
0,"@freosan Never seen, and don't have a copy "
0,"@rhea_ann you won't tell anyone why you hate your life right now, though.  I can't sympathize if I don't know what I'm sympathizing for!"
0,"This book is amazing, it kills me that i have to take a break from it to do a social project that was initially due last Friday. "
0,"@TheWordWarriors well, that's not inspiring for finals week "
0,"Telstra Fax line dead AGAIN - odd, its the same as the ADSL line which is fine. No dial tone. rings out if u ring in. 4th time in 6 mths "
0,"My faith has grown, my future is promised, my family is protected, my foundation is HIM, my reactions will show my faith level! Zorras  NO"
0,"My dh just said, &quot;It's getting close to bedtime.&quot;  So, I guess that means I need to get off of twitter.  "
0,"sorry i haven't tweeted all day and half of yesterday, was at grandma's and she doesn't have interwebs "
0,"@mcpp grape currently haha...I had a box with three different flavors, but I'm eating the last one "
0,"sad. i couldn't go see Hannah Montana The Movie, stupid swine flu! i hate you "
0,"@speccygeekgrrl Oh sweetie. You &amp; me both. BTW, I'm totally with you on the cigarette cravings.  I know how hard it is, but you can do it!"
0,"@wlynn7 DM me the info about Unc, I know about Mad... "
0,"Omg so many people @ coldstone, have to get a mocha frapp from starbucks. Well it's still good but really wanted ice cream. "
0,"i dont want to stay up any longer, but i have to do my homework "
0,"@marielmilo it`s adam, the older one.  when he said it he cried. )))):"
0,"I was using the G5 tonight to add some album cover art to the music library, and it shut down. That electrical smell...doesn't power on. "
0,"I love the weekend, it's a time to spend time with friends and family, but now Its time to get ready to go to school...gross "
0,"I don't feel like doing ANYTHING when I'm sick, damnit!  Which means NOTHING (even incidental stuff) gets done for days!!!!!!"
0,"so my labret unscrewed itself while I was in the shower and fell through the drain, I spend a useless 30mins trying to fish it out, "
0,"eek, just posted a job request on craiglist. I hope someone gives me job  I need out of this one SO bad!"
0,"Cut on my hand: 0, Soapy bath water: 1. Ouch. "
0,"Aint got no sleep this weekend, head hurtin, watchn tv, wishn I had someone to cuddle with "
0,"@AATFC I just started again after a 9 year break, dropped from Mezzo soprano to first alto "
0,"@priscillarenea u @ the studio wit the fellaz, if so tell err body i said &quot;WHAT IT IS&quot; LOL!! and sorry i couldn't be there witchall  lol!!"
0,"@ucealmighty - how odd, I never get mail  but, I'm still a happy customer! "
0,"@jonaschicha24 Noooo! he cant fire the love of my life!! haha if he did that, who would i carpool with?!  hahaa"
0,"@jonaschicha24 Noooo! he cant fire my neighbor, the love of my life!! haha if he did that, who would i carpool with?!  hahaa"
0,"lolololololololololol, im lonely wish someone would talk to me,  oh well"
0,"Tough loss for the D-Backs today, definitely could use the O-Dogg's defense right about now   I am hoping for 2 out of 3 or a sweep in LA!"
0,"workin on this sunday nite, so sad "
0,"ohhh steve-o, what have you done to yourself??? "
0,"@PaulandKat so sad, I was watching the last episodes this afternoon "
0,"Just watched Celebrity Appren. Jessy man, had to be the man and save drag the foreplay on till viewers and Trump fell asleep "
0,"had that nightmare again where i wake up and my ceiling is covered in spiders, and i have to run through them to get to the door.  "
0,"Okaaaaaaaay. Try you're hardest, 'cause I need it  haha."
0,"@jacivelasquez:  RE: teething - TOO long!  my little one is teething, too "
0,"@ce54r turn it off then on? Already did that, no bueno. "
0,"The weekend is over, and Monday is just around the corner "
0,"@PlateSpinner Yes, I'm aware. Red Wings tweeted about it earlier.  Oh well - they're not out yet. (Right? I don't follow so close.)"
0,"wow, i am such an email sucker. i get so excited when i see the little red dot indicating new mail, and then its always from petsmart "
0,"i feel really sick, and finals start tomorrow  .... hopefully i feel better in the morning, otherwise ill probably fail my exam, ugh"
0,"well, I think imma call it a night cuz eventually imma end up fallen asleep. bUt so yea I miss my bae-beeee  hmmm??? da bird is da word"
0,"Sore throat.. I really shouldn't be staying up to times like this, got to be up for school in 27 hours time  Nooooooooooo!"
0,"@joannalovesyou1 fever, no voice, wanting to throw up  dood, now alex is trying to climb out of the cage &amp; she keeps biting me!"
0,"Aaggh. #3YP report-writing is going so slowly, mainly because I spend so much time worrying about it (hence 4.30am insomnitweets). "
0,"i start work tomorrow  so not excited, but the money will be nice."
0,"sad that this year, and college, is ending "
0,"Playing on my Paladin now, getting rather tired of all wow because the guild i am in suddenly took some weird vacation "
0,"It seems that the tidkeeps on rolling in, no matter how much i will myself against it.  I'm sorry."
0,"@ohhowfunny Okaaaaaaaay. Try you're hardest, 'cause I need it  haha."
0,"@lilivonshtupp Yeah, looked like a nice turnout. Just wasn't in the cards this go around "
0,"I'm going to fall asleep watching South Park now, and I hope that I forget my abysmal day "
0,"exactly how i DIDN'T want my night to go! stupid work. i still need to curl my extentions, oh and i slammed my finger in the draw.  "
0,"I think I have a small tear in my right lobe  Go listen to our songs, love us, and tell your friends!!!"
0,"@JoshHurtMusic  I just havn't been able 2sleep at night here at all,I only get tired during the day(when its nightime in LA) tried it all"
0,"@mileycyrus i love being lazy, haha. too bad school is tomorrow  how are you miles?"
0,"I'm talking to my jrock boyfriend, but he keeps teasing me "
0,"@visionaerialist I do sometimes, but nowhere near as often as I would like. I don't dream as much as I used to. "
0,"@JenBrockwell a farewell party, a friend is going back to England after a year of living here "
0,"I'm having issues with a certain someone. I'd like to have her in my life, more than just as a friend....It'll never work unfortunately.  "
0,"@amaaanda i was kind of expecting it to be a bit more intense? but still, I cried giant alligator tears "
0,"loving the smell of her hand cream! mmm geranium, orange ring &amp; lavender - makes me wish it were spring NOT autumn! "
0,"Just had the best smoothie of my life!!! Passion fruit, banana, and orange. So good. I can't afford take a cruise whenever I want one tho "
0,"@Rellacafa ...and it was really quite nice, the denser bread offset the cardboard filling. But now, only white - the balance is all wrong "
0,"knows what he has to do... he just can't do it, he really can't  he knows its only gonna get worse as time goes on..."
0,"this weekend i watched: superbad, haunting in connecticut, juno, knocked up &amp; borat. juno didn't have enough wit to make up for the rest "
0,"fever is back  of coughing, sneezing, tonsil are like giant balls in my throat. Honorable mention  @AhmarTheRed for not being here."
0,"it was all hiphop bullshit, and I felt like a poor cow "
0,"Is the movie trailer for Halo or GI Joe, I am confused?   http://bit.ly/MO1W8"
0,"@Seahorsemystic sadly, i can't say the same thing "
0,"@RyanSeacrest  so very sad, thinking of the cook family"
0,"@lamborghinibow http://twitpic.com/4hvz2 - yeah, i was made they lost too D: ... josh smith is a cocky hobo. "
0,"@EmmRyann Lol, life! I need to develop a life plan but I have no idea where to start "
0,"Man, i'm tired of waiting for the cupcake update on my G1 i wish i would of took the road early on and rooted it. Could be running Dev "
0,"@wxsie  I know. I've been on roadtrip as well, so it"
0,"@postsecret http://twitpic.com/4feyc - It isn't showing up for me, either.  "
0,"Even though &quot;Your Seed&quot; is such a bad name for a song with small children in it, I still enjoy the song "
0,"@AMOEK Yeah, I hope I never get put in that position. "
0,"Pity that Reaper's a goner, though.  "
0,"watchin old punk'd episodes, too bad mtv.com only have a few episode on their site "
0,"@akeemjamal omg, you and that phone "
